Date,Account Creations,Active Users,Active Users Acct Creation On Or After Regwall,Active Users Acct Creation On Regwall,Active Users Purchase On Or After Paywall,Active Users Purchase On Or After Regwall,Basic Subscriber Active Users,Basic Subscriber DAU Per MAU,Basic Subscriber Minutes,Basic Subscriber Page Views,Basic Subscriber Total Users,DAU Per MAU,Digital Subscriber Active Users,Digital Subscriber DAU Per MAU,Digital Subscriber Minutes,Digital Subscriber Page Views,Digital Subscriber Total Users,Event Click Active Users,Event Clicks,Event Registration Click Active Users,Event Registration Clicks,Minutes,New Subscription Finishes,New Subscription Starts,Newsletter Signup Active Users,Newsletter Signups,Newsletter Unsubscribes,Non Registrant Active Users,Non Registrant DAU Per MAU,Non Registrant Minutes,Non Registrant Page Views,Non Registrant Total Users,Page Views,Paywall Active Users,Paywall Conversion Rate,Paywall Views,Print Subscriber Active Users,Print Subscriber DAU Per MAU,Print Subscriber Minutes,Print Subscriber Page Views,Print Subscriber Total Users,Purchase Active Users,Purchases,Registrant Active Users,Registrant DAU Per MAU,Registrant Minutes,Registrant Page Views,Registrant Total Users,Regwall Account Creations,Regwall Active Users,Regwall Conversion Rate,Regwall Purchases,Regwall Views,Site License Active Users,Site License By Domain Active Users,Site License By Domain DAU Per MAU,Site License By Domain Minutes,Site License By Domain Page Views,Site License By Domain Total Users,Site License By IP Active Users,Site License By IP DAU Per MAU,Site License By IP Minutes,Site License By IP Page Views,Site License By IP Total Users,Site License DAU Per MAU,Site License Minutes,Site License Page Views,Site License Total Users,Subscriber Active Users,Subscriber DAU Per MAU,Subscriber Minutes,Subscriber Page Views,Subscriber Total Users,Subscription Renewal Finishes,Subscription Renewal Starts,Total Users
2025-11-19,523,47023,358,345,18,32,181,0.231457801,61259,410,182,0.053424057,1391,0.208639568,369022,3444,1423,16,16,9,11,90871,46,1918,54,121,16,28801,0.040213852,512323,38630,29273,86238,904,0.019911504,1381,485,0.175915851,112119,1175,498,57,57,3014,0.095895641,555421,6735,3161,494.0,21144,0.016822518,25.0,25080,17074,7363,0.180962446,1991684,15545,7538,9883,0.065979037,1849587,19705,10247,0.091325813,3841271,35250,17612,2057,0.201924021,542400,5029,2103,2,15,48196
2025-11-18,481,38385,338,335,12,14,133,0.172279793,33271,332,137,0.044225203,1107,0.167981791,230190,2872,1139,13,14,8,20,59093,24,2057,51,97,21,23788,0.033572932,432634,30741,24307,69395,621,0.019323671,1017,449,0.162917271,93629,1141,465,36,38,2183,0.071167764,339828,5201,2321,462.0,16553,0.020616041,6.0,19323,13743,5327,0.132331387,1113897,11934,5526,8472,0.057029383,1300585,16667,8826,0.074323849,2414482,28601,14313,1689,0.166946723,357090,4345,1741,3,7,39619
2025-11-17,513,41372,323,321,16,24,181,0.236910995,51934,420,188,0.048679642,1375,0.210889571,380759,3788,1413,8,10,15,18,76817,28,1391,68,128,25,24932,0.035862184,451144,32763,25461,77190,581,0.027538726,990,557,0.203730797,134497,1462,568,42,42,2227,0.073736839,368989,5590,2350,491.0,17821,0.018166479,13.0,20990,15246,6304,0.159003203,1511659,14185,6486,9028,0.063169974,1708282,18402,9359,0.085282289,3219941,32587,15753,2113,0.211405703,567190,5670,2169,2,17,42617
2025-11-16,278,12732,178,177,1,7,32,0.042440318,10849,106,33,0.015248817,316,0.049205855,68342,1052,348,2,3,1,1,14087,4,334,11,33,13,9947,0.0145329,181130,12868,10314,22074,140,0.007142857,222,147,0.054343808,31560,383,162,10,10,701,0.023688835,105582,1852,786,271.0,7014,0.025381434,5.0,8346,2328,1347,0.034473933,278629,3241,1477,991,0.007223032,168523,2516,1137,0.013512102,447152,5757,2604,495,0.050228311,110751,1541,543,0,5,13538
2025-11-15,258,16025,173,169,4,9,45,0.058670143,13336,99,48,0.018777082,443,0.068070068,99930,1012,478,5,5,2,2,16911,7,571,27,51,7,12852,0.018387371,191513,16103,13152,25965,207,0.019323671,335,201,0.073170732,46029,504,218,11,11,866,0.028706865,127981,2049,951,252.0,9285,0.01855029,7.0,10859,2654,1729,0.043588968,366025,3949,1863,935,0.006591795,169485,2191,1055,0.014955146,535510,6140,2908,689,0.068886223,159295,1615,744,1,5,16736
2025-11-14,598,49880,390,386,11,22,185,0.239018088,60914,445,189,0.057695555,1473,0.224851168,420899,3685,1506,9,10,8,9,83382,25,1828,52,101,18,34375,0.048637995,525929,43546,34787,88251,674,0.016320475,1092,590,0.212459489,184193,1659,601,43,43,2392,0.078382541,399150,6208,2515,579.0,25503,0.015223671,12.0,29647,15144,7016,0.174523022,1889691,16112,7186,8229,0.055951426,1521024,15987,8548,0.082870026,3410715,32099,15606,2247,0.222894554,666006,5789,2295,4,12,50861
2025-11-13,403,49280,290,286,13,14,161,0.211009174,40282,361,163,0.057212781,1182,0.181038444,261198,3107,1224,12,12,7,8,65402,29,3852,43,70,11,34383,0.048822221,502890,43052,34874,82715,608,0.021381579,885,485,0.175027066,105168,1274,500,43,43,2044,0.067900209,285699,4497,2156,383.0,21765,0.013261387,7.0,24716,14113,6132,0.153188938,1356843,13442,6295,8143,0.055107027,1371214,16396,8526,0.07729593,2728057,29838,14689,1828,0.181727806,406648,4742,1887,8,17,50524
2025-11-12,533,46642,361,358,6,14,149,0.196310935,31760,374,150,0.054466684,1249,0.191300352,270597,3788,1292,20,21,7,9,58168,21,2106,46,104,19,31194,0.044597325,461882,39381,31796,81654,511,0.011741683,771,514,0.18582791,94638,1506,528,31,31,1966,0.065354697,267685,4803,2112,518.0,23244,0.015578475,7.0,26466,14229,5696,0.142642492,1074620,13571,5899,8693,0.05917913,1288310,17659,9070,0.078254844,2362930,31230,14769,1912,0.190533134,396995,5668,1970,5,18,47868
2025-11-11,531,45169,364,362,9,17,144,0.1875,25907,336,146,0.052694637,1112,0.171684422,231836,2897,1140,12,13,6,9,54754,19,1706,43,82,11,31646,0.045286464,534824,39973,32026,76496,563,0.01598579,903,440,0.159535896,86499,1172,451,33,34,2156,0.072015499,309271,5130,2262,519.0,23312,0.015539617,14.0,26866,12441,5418,0.135830325,1028304,12247,5601,7201,0.049315838,1068075,14248,7529,0.068717722,2096379,26495,12994,1696,0.169973943,344242,4405,1737,6,17,46208
2025-11-10,497,43957,345,341,4,13,152,0.201058201,36721,368,155,0.052885182,1124,0.175296319,263474,2839,1166,13,35,7,13,71015,12,2280,53,129,29,29036,0.042764965,488841,37305,29575,78710,545,0.00733945,811,457,0.167952958,106002,1224,469,25,25,2295,0.078585125,373052,5177,2430,484.0,20772,0.016518242,8.0,24300,14373,6122,0.155645387,1557214,14085,6316,8455,0.059944557,1434876,17197,8746,0.081696802,2992090,31282,14838,1733,0.17590337,406197,4431,1790,7,15,45219
2025-11-09,494,15793,363,362,4,6,34,0.045152722,4875,76,40,0.019320616,288,0.045390071,64140,857,315,8,9,0,0,15022,9,1042,18,28,4,13054,0.019490389,228239,16946,13282,26444,132,0.03030303,208,117,0.043365456,14980,286,127,12,12,950,0.033226077,202459,2651,1027,487.0,9491,0.037840092,4.0,11196,2342,1292,0.033370354,231745,3041,1420,1061,0.007815665,153748,2521,1175,0.013796679,385493,5562,2584,439,0.044984117,83995,1219,482,1,2,16405
2025-11-08,266,14878,192,190,2,5,39,0.050715215,11317,98,43,0.017504188,316,0.049037865,65707,819,345,5,8,0,0,13938,5,1187,24,46,5,12392,0.017800199,199517,15776,12715,24104,130,0.015384615,214,131,0.047845142,34597,341,137,9,9,743,0.025635717,111150,1950,800,258.0,8838,0.021892816,4.0,10253,2164,1316,0.033441756,265456,3074,1425,858,0.006075541,148128,1979,982,0.012311053,413584,5053,2397,486,0.049001815,111621,1258,525,1,1,15502
2025-11-07,360,38573,249,242,4,13,118,0.152849741,35980,280,123,0.043892609,1222,0.187193627,273797,3072,1255,9,10,6,6,55939,15,3053,34,62,12,26302,0.03653898,443894,33284,26755,66504,368,0.010869565,537,505,0.182310469,101511,1265,522,26,27,1755,0.059588483,248773,3702,1871,343.0,17796,0.014111646,9.0,20478,11573,5228,0.131145896,1148067,11350,5447,6498,0.044570958,1103832,13164,6862,0.064060978,2251899,24514,12216,1845,0.183618631,411288,4617,1900,2,3,39809
2025-11-06,489,55622,316,313,5,6,165,0.214285714,45725,411,173,0.062753283,1279,0.196195736,313882,3288,1312,19,29,9,9,77864,15,2685,39,75,19,39479,0.05440779,532759,47864,40084,89202,483,0.010351967,717,548,0.197976879,130300,1406,565,22,22,2261,0.07642128,387206,4912,2378,479.0,27896,0.011465477,6.0,31308,15059,6575,0.164675533,1690454,14294,6781,8651,0.058610317,1570630,16414,9089,0.082607408,3261084,30708,15662,1992,0.19832736,489907,5105,2050,4,9,57190
2025-11-05,677,51951,404,400,9,20,156,0.203655352,44585,374,160,0.058955637,1208,0.186506099,295356,3191,1238,11,13,6,7,77202,25,1587,60,110,22,35526,0.049460234,602389,44058,36038,87887,390,0.023076923,603,519,0.187771346,135992,1423,531,32,33,2199,0.074509538,332835,5206,2328,661.0,25014,0.015975957,11.0,28906,15924,6502,0.162440353,1528781,14288,6698,9672,0.065721255,1691354,18624,10004,0.087597987,3220135,32912,16417,1883,0.187980433,475933,4988,1929,5,12,53173
2025-11-04,475,41620,350,344,11,11,142,0.186596583,29091,343,147,0.047811218,1043,0.160436856,229496,2985,1092,22,30,9,12,62572,21,1098,45,73,16,26871,0.037864451,610523,34932,27252,73313,290,0.035714286,469,441,0.160480349,83509,1127,451,23,25,1922,0.065327487,304641,4461,2046,518.0,16774,0.019337017,5.0,19331,13543,5542,0.139256728,1173365,12726,5717,8203,0.055974834,1317184,16226,8507,0.074922964,2490549,28952,14046,1626,0.162648795,342096,4455,1690,1,6,42759
2025-11-03,523,42678,332,329,10,16,170,0.224867725,37889,373,175,0.050129794,1245,0.193533344,297360,3187,1284,25,25,11,11,79495,25,1313,43,83,16,26438,0.038000975,512778,34708,26864,78372,287,0.034843206,484,470,0.17298491,116239,1261,485,38,38,2218,0.076731474,395561,4859,2325,508.0,17660,0.018695799,9.0,20776,15601,6584,0.167085395,1692305,14637,6804,9190,0.0652231,1716454,18738,9532,0.089232705,3408759,33375,16194,1885,0.190692969,451488,4821,1944,8,16,43778
2025-11-02,366,15599,252,250,1,3,34,0.045454545,8865,89,35,0.018611738,300,0.047258979,59574,924,321,5,6,2,2,13774,8,273,19,37,2,12889,0.018760243,232517,16500,13208,25624,92,0.010416667,140,119,0.044041451,20200,276,131,9,10,827,0.029250522,118429,2147,898,374.0,8811,0.027361564,2.0,10202,2444,1329,0.034279082,221581,3117,1467,1126,0.008329018,165042,2497,1263,0.01449731,386623,5614,2719,453,0.046366428,88639,1289,487,2,5,16336
2025-11-01,286,17442,185,183,4,3,38,0.05026455,11392,102,42,0.020343253,324,0.050522376,86117,937,352,7,9,2,2,18491,11,342,15,32,6,14694,0.020964026,214630,18057,14980,27056,79,0.050632911,142,143,0.052132701,28940,346,156,11,11,860,0.030014309,314703,2051,938,276.0,11172,0.016437139,2.0,12835,2354,1490,0.037979201,306006,3430,1616,874,0.006297556,147277,2058,985,0.013645823,453283,5488,2591,505,0.051051355,126449,1385,550,1,4,18074
2025-10-31,462,41616,285,280,7,14,131,0.17124183,22529,265,136,0.047535066,1159,0.179467327,270071,2909,1196,23,33,3,3,59256,28,1378,48,90,21,28881,0.040484337,494831,35899,29352,69196,587,0.011925043,876,511,0.18381295,104725,1298,527,33,33,1812,0.062651269,254946,3949,1937,450.0,20863,0.013631798,6.0,23969,12193,5630,0.141407545,1290579,11836,5826,6649,0.046062932,1116481,12535,7004,0.068234728,2407060,24371,12722,1801,0.180388622,397325,4472,1859,6,16,42826
2025-10-30,602,53100,399,390,13,26,169,0.21976593,35984,387,177,0.060739304,1262,0.195567953,288910,3476,1301,35,47,10,12,72104,50,1632,58,112,17,36425,0.051208118,638654,45748,36988,91358,795,0.016352201,1192,533,0.192418773,98146,1434,557,56,59,2436,0.084299408,313834,5595,2576,585.0,27031,0.014527581,19.0,31127,16001,6566,0.163826443,1440293,15211,6771,9571,0.065251331,1508923,18751,9956,0.088239998,2949216,33962,16603,1964,0.196872494,423040,5297,2035,9,26,54474
2025-10-29,694,62707,465,461,12,29,189,0.245773732,54650,442,195,0.071857145,1459,0.227400249,368946,3912,1494,19,25,11,12,85268,86,2884,55,122,31,44156,0.062144809,760790,53824,44849,102433,800,0.015,1243,610,0.219661505,132103,1463,628,84,89,2641,0.091666377,397583,6243,2770,674.0,35022,0.013172058,20.0,39389,17606,6988,0.175300404,1689165,15526,7203,10866,0.074575341,1711382,20212,11317,0.097737265,3400547,35738,18254,2257,0.226902584,555699,5817,2316,6,20,64187
2025-10-28,720,64368,481,478,18,27,223,0.292650919,57533,478,224,0.07509187,1460,0.230247595,417862,3922,1495,25,29,21,22,90391,43,1890,73,141,17,45233,0.064537715,790509,55563,45717,106638,979,0.018386108,1559,594,0.213976945,149930,1493,614,50,50,2983,0.103846823,452656,7375,3094,713.0,36186,0.013345912,11.0,40931,18075,7223,0.181719835,1818646,16388,7388,11034,0.076366732,1734815,20551,11375,0.1007497,3553461,36939,18582,2277,0.231308411,625325,5893,2333,10,19,65832
2025-10-27,406,36872,257,253,10,15,121,0.162853297,20934,303,126,0.045143952,1085,0.175112976,241161,3108,1109,24,27,6,6,55026,37,5479,38,76,16,23683,0.035373843,463222,32551,24091,69200,457,0.021881838,802,453,0.165751921,92714,1148,467,45,46,1520,0.054887517,168616,3833,1639,395.0,13995,0.018466624,9.0,16456,12727,4988,0.12850371,1166902,11697,5150,8019,0.058638139,1147486,16046,8337,0.074254942,2314388,27743,13212,1659,0.172095436,354809,4559,1702,12,20,37903
2025-10-26,259,11469,154,153,4,8,32,0.043301759,5204,98,33,0.014319854,263,0.042903752,50141,753,285,17,20,2,2,10197,13,299,9,18,7,9183,0.013881897,177530,12196,9434,20064,113,0.03539823,234,126,0.04670126,16567,277,137,11,11,585,0.02129751,77233,1806,655,253.0,6029,0.025543208,3.0,7214,2117,1139,0.029612105,172553,2705,1269,990,0.007514574,111924,2129,1098,0.012727021,284477,4834,2355,421,0.04414849,71912,1128,455,0,2,12055
2025-10-25,212,13928,129,128,2,4,39,0.052208835,7394,83,41,0.016918538,312,0.050477269,55489,667,340,4,4,0,0,11531,8,243,4,5,3,11349,0.016684504,174835,13940,11560,21329,159,0.012578616,230,133,0.048915042,22850,265,144,8,8,653,0.023278198,86393,1724,706,209.0,7571,0.017040951,2.0,8870,2225,1352,0.034593931,236830,2905,1468,884,0.006515955,107425,1685,999,0.013025254,344255,4590,2456,484,0.050322312,85733,1015,525,0,3,14489
2025-10-24,324,39434,200,199,7,11,128,0.16998672,28436,270,134,0.046477147,1196,0.191329387,245091,3013,1235,33,38,3,3,55609,25,2000,22,31,7,26608,0.038017511,430118,33144,26980,67060,537,0.013035382,871,516,0.187159956,110989,1395,529,27,27,1726,0.06025274,203483,3923,1828,315.0,18103,0.010980564,8.0,20675,12466,5985,0.150357995,1271511,12341,6119,6662,0.047202698,1046550,12516,7010,0.070428583,2318061,24857,13003,1840,0.189183632,384516,4678,1898,6,17,40491
2025-10-23,337,37762,217,215,8,8,142,0.186596583,29525,316,143,0.043823998,1141,0.181919643,224584,2967,1184,15,17,4,4,51137,30,1600,40,73,22,23860,0.033565072,430492,31976,24437,68113,516,0.015503876,797,470,0.170475154,89714,1295,483,27,27,1698,0.058469061,197537,3984,1823,324.0,15294,0.014313984,5.0,17958,12826,5370,0.134199675,1019222,11753,5605,7648,0.053410432,1075260,15337,8006,0.071416242,2094482,27090,13452,1753,0.179537075,343823,4578,1810,1,14,39113
2025-10-22,425,42630,252,246,11,21,157,0.205228758,29062,345,160,0.048982828,1237,0.198141919,225175,3417,1272,15,17,5,5,56815,43,2803,44,76,21,26887,0.037422631,469324,34557,27418,75378,648,0.016975309,956,471,0.171148256,90120,1195,481,45,45,2103,0.071931865,243892,4717,2224,407.0,17986,0.013926499,14.0,20749,14828,6263,0.155471155,1102611,13910,6455,8842,0.060942745,1247945,16627,9217,0.081696069,2350556,30537,15452,1864,0.191474063,344357,4957,1912,6,13,43900
2025-10-21,399,39222,259,258,10,12,154,0.200260078,30751,362,157,0.044282768,1180,0.188408111,229402,3186,1208,34,38,3,3,59874,21,1875,30,57,9,23930,0.032789985,467810,30955,24442,70034,553,0.018083183,857,498,0.178815081,92931,1243,513,24,24,1727,0.058118795,212628,4110,1872,392.0,16162,0.015856496,3.0,18875,14669,6038,0.148386621,1238758,13022,6199,8724,0.05929692,1319339,16583,9049,0.079840852,2558097,29605,15136,1832,0.186862505,353084,4791,1878,3,12,40396
2025-10-20,423,36276,264,262,9,13,152,0.199475066,31353,314,155,0.041510043,1087,0.175605816,225285,3158,1118,12,14,5,5,55908,32,1162,19,51,18,22065,0.030542033,408200,28915,22588,68452,475,0.018947368,762,432,0.156521739,91398,1289,445,32,33,1623,0.055160929,217402,4028,1752,416.0,15076,0.017496189,9.0,17684,13535,5412,0.134902039,1149463,13447,5572,8289,0.058351871,1230302,16806,8585,0.075888402,2379765,30253,13977,1671,0.172570484,348036,4761,1718,3,10,37519
2025-10-19,323,12808,197,190,7,7,38,0.050131926,3983,105,40,0.014849356,266,0.043209877,40278,710,304,1,1,0,0,12150,12,342,7,10,4,10441,0.014571982,199965,13546,10742,22025,151,0.046357616,252,112,0.040831207,14719,265,117,13,13,699,0.024045408,103101,2280,776,308.0,7187,0.027464101,1.0,8556,2172,1194,0.030066479,201622,2838,1308,990,0.007248393,165054,2216,1112,0.012565809,366676,5054,2408,416,0.043234255,58980,1080,461,1,5,13479
2025-10-18,258,15798,167,164,3,3,45,0.058441558,8952,117,50,0.017845867,322,0.051282051,54553,767,344,2,2,2,2,12777,7,346,8,12,3,13194,0.017886435,201970,16304,13493,24695,178,0.016853933,298,126,0.044903778,23462,352,140,9,9,762,0.025679911,96485,2114,818,253.0,8868,0.018927802,1.0,10331,2243,1428,0.035436881,253041,3190,1541,832,0.005868702,127938,1783,935,0.012601832,380979,4973,2459,493,0.050152594,86967,1236,534,2,4,16376
2025-10-17,472,39769,290,288,6,14,159,0.20437018,38832,356,163,0.043777823,1200,0.188531029,312343,3051,1233,6,11,9,10,65907,33,1382,31,52,14,26823,0.035456334,484590,33808,27327,68528,521,0.011516315,759,488,0.172194778,125885,1207,502,30,30,1906,0.06254512,294291,4553,2020,464.0,18458,0.015673134,8.0,21161,12167,5884,0.14370497,1559101,12906,6036,6437,0.043651036,1138499,12218,6733,0.066164555,2697600,25124,12670,1847,0.185590836,477060,4614,1898,3,14,40891
2025-10-16,421,39554,265,262,7,12,167,0.213282248,35697,417,172,0.042853691,1143,0.178482199,209606,3039,1189,15,21,3,3,54899,23,1379,39,65,11,24749,0.032332995,416234,31464,25315,70008,512,0.013671875,752,469,0.163756983,75582,1220,482,25,25,1834,0.059073633,221204,4185,1962,409.0,16958,0.01575599,7.0,19459,13930,6181,0.150708312,1202570,13643,6351,7947,0.052650757,1132295,15511,8327,0.074374253,2334865,29154,14472,1779,0.177527193,320885,4676,1843,3,14,40919
2025-10-15,469,43760,291,287,14,16,152,0.191919192,33549,352,155,0.046272749,1235,0.191770186,264183,3589,1267,11,13,5,7,62210,44,1217,90,133,26,27673,0.035214234,457200,35893,28269,77833,553,0.025316456,850,497,0.172091413,102492,1296,514,44,44,1980,0.061532724,299376,4946,2100,452.0,16413,0.017717974,10.0,19203,14619,5941,0.142943073,1263266,13645,6110,8952,0.058217575,1311469,17476,9322,0.076832518,2574735,31121,15164,1886,0.187103175,400224,5243,1938,5,19,45053
2025-10-14,373,44009,255,254,5,10,133,0.167085427,34261,370,135,0.046073122,1139,0.176918298,249657,3146,1166,19,24,8,9,61618,30,4535,28,50,16,29153,0.036792759,548610,37110,29723,76884,439,0.011389522,603,510,0.176226676,90012,1329,528,29,28,1756,0.05393286,232057,4268,1872,411.0,16109,0.015743656,2.0,16259,13943,5836,0.139497084,1300943,13378,6003,8345,0.054208728,1240549,16783,8714,0.073336735,2541492,30161,14468,1781,0.176493905,373930,4845,1828,1,8,45329
2025-10-13,457,43688,271,267,13,17,154,0.194936709,44428,410,155,0.046350906,1134,0.178414097,245202,3007,1170,12,13,7,7,59965,33,3627,26,56,19,30357,0.038767095,481250,37293,30831,74367,473,0.027484144,762,517,0.179826087,111651,1305,524,34,34,1792,0.055306935,263353,4538,1919,446.0,17414,0.015489255,9.0,20162,12579,5503,0.132695136,1257034,12519,5655,7142,0.047974099,1193496,14826,7417,0.068154481,2450530,27345,13036,1805,0.180626439,401281,4722,1849,2,12,44730
2025-10-12,373,15305,259,254,6,8,30,0.038363171,7877,103,31,0.016421603,275,0.043734097,55920,750,305,7,8,2,2,12083,11,2032,1,3,1,13087,0.016872018,222271,16284,13401,24359,117,0.051282051,192,108,0.037908038,16247,282,119,14,12,777,0.024179996,133043,2448,853,407.0,9148,0.028278196,4.0,9963,1885,1024,0.024853162,179019,2563,1119,868,0.006011372,109811,1856,1012,0.010486671,288830,4419,2124,413,0.041721386,80044,1135,455,1,7,16001
2025-10-11,287,20499,190,188,6,7,49,0.06163522,9304,127,53,0.021429579,307,0.04814931,73971,926,334,1,1,1,1,14732,14,2137,6,9,0,17967,0.02258324,281886,21137,18240,29457,121,0.049586777,200,147,0.050689655,24195,317,157,12,12,740,0.02259473,118580,2005,816,285.0,12647,0.015334948,4.0,13879,2088,1320,0.031339031,258183,3233,1415,776,0.005182143,117314,1645,879,0.011256065,375497,4878,2286,503,0.050124564,107470,1370,544,1,9,21134
2025-10-10,542,55377,359,356,6,11,160,0.197775031,36490,363,164,0.056536334,1261,0.195777053,278246,3105,1290,14,15,3,4,64387,22,3566,18,36,10,41100,0.050512127,629168,48296,41518,85904,454,0.013215859,729,544,0.185286104,113211,1355,557,22,22,2024,0.060434146,289227,4770,2147,530.0,29888,0.012075751,4.0,33026,13569,6053,0.14041803,1300400,13259,6244,7673,0.048913736,1216079,14117,8011,0.070193317,2516479,27376,14085,1965,0.193729666,427947,4823,2011,3,8,56441
2025-10-09,555,49613,351,346,9,13,117,0.141990291,24557,326,121,0.050107056,1081,0.16526525,232190,2969,1110,11,12,7,7,60240,26,5722,31,55,26,35975,0.0439414,680442,43258,36476,78068,370,0.024324324,581,445,0.147889664,100448,1070,463,29,32,1887,0.05483871,306057,4728,2010,541.0,22235,0.015788763,8.0,24738,12596,5156,0.116656862,1059687,10833,5361,7677,0.047445707,1209710,14316,8035,0.063112536,2269397,25149,13123,1642,0.158969891,357195,4365,1693,7,15,50944
2025-10-08,548,46398,368,365,9,14,133,0.159855769,37538,377,137,0.046621222,1166,0.177852349,334331,3244,1200,8,8,3,3,70209,23,5815,35,61,11,31339,0.03808356,578842,39163,31783,76892,326,0.027607362,511,520,0.170883996,125292,1259,536,26,26,1832,0.05296941,309666,4533,1955,539.0,17241,0.021409041,7.0,20006,13583,5438,0.122056876,1311096,11883,5663,8372,0.051257247,1513887,15732,8799,0.06729121,2824983,27615,14272,1819,0.175038491,497161,4880,1873,4,13,47588
2025-10-07,491,46066,315,312,4,10,153,0.181710214,26297,376,160,0.046288462,1204,0.183564568,267159,3482,1231,12,31,5,5,61071,28,4266,23,48,15,30365,0.036812218,496211,37886,30799,78919,387,0.010335917,623,478,0.156260216,103223,1295,493,28,29,1869,0.053682215,257956,4569,1987,477.0,16454,0.019187428,6.0,19220,14490,6044,0.135067489,1231230,13932,6254,8659,0.053012122,1280887,16616,9040,0.071913882,2512117,30548,15085,1835,0.175985422,396679,5153,1884,2,13,47211
2025-10-06,565,42430,366,362,6,12,140,0.167264038,31947,346,142,0.043231688,1268,0.195227098,268500,3491,1289,16,16,3,3,65675,45,3155,24,43,13,27105,0.033338171,452201,33900,27602,76808,364,0.016483516,554,504,0.166336634,95097,1370,513,42,42,2037,0.058803152,334264,4967,2159,543.0,15871,0.022981288,7.0,18753,14508,6048,0.136032389,1318163,14139,6161,8700,0.055324155,1438941,17855,9032,0.074004173,2757104,31994,14996,1912,0.185433033,395544,5207,1944,5,15,43545
2025-10-05,289,12680,177,175,6,9,35,0.04181601,6756,75,41,0.013114442,260,0.040385213,52837,745,287,6,13,0,0,12804,12,2109,6,9,2,10193,0.012702602,206745,13813,10496,22622,119,0.050420168,241,130,0.043304464,29228,404,143,13,13,663,0.019401849,100416,2144,723,286.0,6464,0.027505828,2.0,7700,2192,1210,0.027501875,223875,3102,1317,990,0.006532411,147696,2274,1131,0.011520471,371571,5376,2440,425,0.041499854,88821,1224,471,1,3,13315
2025-10-04,222,14942,136,135,1,5,44,0.051948052,22908,187,49,0.015036338,341,0.052696647,70736,891,367,3,3,0,0,16074,8,3391,4,15,3,12277,0.014923468,246581,15643,12568,24765,104,0.009615385,181,167,0.054754098,32181,433,177,10,10,759,0.021719224,119091,2135,804,218.0,7451,0.018356053,2.0,8708,2406,1542,0.034466573,309691,3364,1650,876,0.005601954,162691,2042,991,0.012278141,472382,5406,2629,552,0.053421078,125825,1511,593,4,4,15566
2025-10-03,396,41350,247,244,3,12,136,0.158878505,27329,302,138,0.040111244,1068,0.163527791,262635,3000,1101,12,16,5,5,57419,21,1759,22,42,16,28763,0.03377144,410840,35202,29286,70013,272,0.011029412,443,471,0.153570264,94007,1365,491,23,23,1655,0.046527973,248872,3857,1772,387.0,16682,0.014656144,9.0,19230,11755,5359,0.117959103,1265198,12367,5600,6647,0.040849563,1135786,13445,6993,0.057992965,2400984,25812,12307,1675,0.161011247,383971,4667,1730,2,20,42588
2025-10-02,434,42421,280,277,3,12,142,0.164351852,25600,355,149,0.040939601,1078,0.164705882,212522,2868,1115,20,25,3,3,54777,22,3976,28,51,24,28448,0.033272826,555474,36715,28993,73794,191,0.015706806,364,479,0.155823032,102479,1327,495,26,28,1623,0.045371949,224727,4085,1738,429.0,14498,0.019274454,7.0,16999,13200,5203,0.114003374,976602,11732,5425,8249,0.050217025,1186433,16294,8692,0.064633961,2163035,28026,13903,1699,0.162708293,340601,4550,1759,6,15,43716
2025-10-01,405,40729,251,248,6,15,140,0.16298021,25134,401,142,0.039250663,1184,0.180763359,212898,3150,1227,11,13,8,8,57009,24,3320,21,33,15,24698,0.02885459,478847,32472,25215,74607,207,0.028985507,361,475,0.154320988,80315,1319,495,33,33,1884,0.052463034,234226,4477,2025,396.0,15727,0.015907218,8.0,18569,15357,6203,0.13565883,1072576,13449,6441,9391,0.057142336,1315232,18837,9821,0.075142755,2387808,32286,16029,1799,0.172219031,318347,4870,1864,10,20,42114
2025-09-30,454,49082,282,280,6,9,171,0.201176471,37201,431,173,0.047933653,1301,0.200957677,246844,3292,1328,17,18,7,7,68818,17,1407,42,89,24,31955,0.037814465,516904,40175,32448,83171,801,0.007490637,1168,540,0.176643768,104549,1334,556,20,20,2288,0.064109389,282827,5291,2429,443.0,18339,0.015009581,6.0,21455,15981,6679,0.14785708,1508148,14167,6871,9629,0.060872919,1431051,17861,10026,0.081014904,2939199,32028,16558,2012,0.194565323,388594,5057,2057,3,4,50345
2025-09-29,517,50158,312,311,16,10,123,0.147482014,23215,258,128,0.050038458,1124,0.1756799,204224,3007,1145,19,24,3,4,62084,30,1345,70,116,32,34117,0.041053626,548622,43221,34631,87299,798,0.020050125,1255,519,0.171004942,86764,1375,534,33,34,2255,0.064095276,287455,5665,2397,506.0,18781,0.016642663,0.0,21819,14868,5907,0.132417225,1139420,14048,6027,9329,0.061116862,1434296,19162,9672,0.077667266,2573716,33210,15402,1766,0.172747726,314203,4640,1807,7,17,51281
